text,cleaned_tweet,sentiment,label,user
#UkraineUnderAttack #PutinIsaWarCriminal #RussiaInvadedUkraine #RussianWarCrimes #UnitedNations #UNICEF… https://t.co/wHltkPJG6R,ukraineunderattack putinisawarcriminal russiainvadedukraine russianwarcrimes unitednations unicef,neutral,1,ChernyshTatiana
"In Moscow, police officers brutally detained a picketer with a sign saying NO WAR.\n#protest #moscow #russia… https://t.co/V14hWzs5Ok",moscow police officer brutally detained picketer sign saying warnprotest moscow russia,negative,0,citizenofhome
"RT @ColdWar_2022: 🇺🇦🇷🇺 | GUERRA UCRANIA - RUSIA\n\n🔴 Impresionante, los rusos dejan botados sus vehículos militares por cientos !!! hasta un…",rt guerra ucrania rusiann impresionante los rusos dejan botados sus vehculos militares por cientos hasta un,neutral,1,toniatomasi
"RT @IsaacHerzog4: The future of Ukraine. A landlocked rump state devoid of it's sea access, industry, oil, gas, coal, waterways. Transnistr…",rt future ukraine landlocked rump state devoid sea access industry oil gas coal waterway transnistr,negative,0,nkhaneSA
"🔴#BREAKING| \n✒Soldiers also did it. Now many Russian soldiers are in the hospital, some of them have died. \n\n—ꜱᴛᴀʏ… https://t.co/TIbDn1pfol",breaking nsoldiers also many russian soldier hospital died nn,positive,2,furkankoc___
"🔴#BREAKING|\nWhen Russia took over #Chernobyl last week, #Russian Commanders told the soldiers, \Dig a trench in the… https://t.co/5DHkv7yCAO""",breakingnwhen russia took chernobyl last week russian commander told soldier dig trench,neutral,1,furkankoc___
https://t.co/T3hvR2ahYm Fighting #Russia In The #Sky: MiG-29 Pilot’s In-Depth Account Of The Air War Over #Ukraine… https://t.co/EwH2TJS8a6,fighting russia sky mig29 pilot indepth account air war ukraine,neutral,1,FlightDreamz
"RT @bettapique: Así, con música, #Odessa intenta levantar la moral de quienes no se fueron y que resisten a la cotidiana agresión de Rusia,…",rt con msica odessa intenta levantar la moral de quienes se fueron que resisten la cotidiana agresin de rusia,neutral,1,marulita27
RT @Allan_Straarup: @ZelenskyyUa @EmmanuelMacron President Volodymyr Zelenskyy has shown himself to be a hero and a beacon of light in a ti…,rt president volodymyr zelenskyy shown hero beacon light ti,positive,2,Cindoie
RT @bettapique: El concierto también sirve para recolectar donaciones para los soldados que están en el frente #Odessa #UkraineUnderAttack…,rt el concierto tambin sirve para recolectar donaciones para los soldados que estn en el frente odessa ukraineunderattack,neutral,1,marulita27
RT @InvestorHumbl: This what #Russian “liberation” looks like #Borodyanka 🇺🇦 #WarCrimes #PutinWarCrimes #UkraineUnderAttack #UkraineInvasio…,rt russian liberation look like borodyanka warcrimes putinwarcrimes ukraineunderattack ukraineinvasio,neutral,1,Gbenga_Aina
RT @raging545: Russian armored personnel carriers retreating to Belarus were so loaded with stolen &amp; looted items from Ukraine`s children's…,rt russian armored personnel carrier retreating belarus loaded stolen amp looted item ukraine childrens,neutral,1,FobTurnip
"VIDEO of a member of Ukraine \elite Farmers Corps\"" striking again now \""capturing\""  a Russian 2S34 Hosta Self-Propel… https://t.co/mqutrWcHdK""",video member ukraine elite farmer corp striking capturing russian 2s34 hosta selfpropel,positive,2,raging545
Kyiv - Zhitomir road. The area abandoned by russian army these days.\n\n#Ukraine #UkraineRussiaWar… https://t.co/s8yMBtrjJB,kyiv zhitomir road area abandoned russian army daysnnukraine ukrainerussiawar,neutral,1,WarUkraineNews
"RT @JENND0DD: Matt Sua from New Zealand, Dylan Morris from Indiana and David Joshua from Wheat, Texas. All joined the foreign legion. #Ukra…",rt matt sua new zealand dylan morris indiana david joshua wheat texas joined foreign legion ukra,positive,2,CANEMNNJ
⚡️ Flooding in Oskil village of Izyum district after destruction of a dam.\n#UkraineUnderAttack #StopPutin,flooding oskil village izyum district destruction damnukraineunderattack stopputin,neutral,1,ukrainewar24
Everyone feel free to open your own #Anonymous ACC on Twitter to upload none propaganda news\n\n#Ukraine #free #UkraineUnderAttack,everyone feel free open anonymous acc twitter upload none propaganda newsnnukraine free ukraineunderattack,positive,2,SpedoxAnomymous
RT @UWTracker: Ukrainian tractor in action.Tractor tows Russian 2S34 Hosta self-propelled howitzer 120mm.2S34 Hosta is a modernized version…,rt ukrainian tractor actiontractor tow russian 2s34 hosta selfpropelled howitzer 120mm2s34 hosta modernized version,positive,2,JayTrader9
"The future of Ukraine. A landlocked rump state devoid of it's sea access, industry, oil, gas, coal, waterways. Tran… https://t.co/17Uq1jEM5h",future ukraine landlocked rump state devoid sea access industry oil gas coal waterway tran,negative,0,IsaacHerzog4
Prayers #Ukraine #UkraineUnderAttack #WeStandwithUkriane https://t.co/MjGOO0L0Wy,prayer ukraine ukraineunderattack westandwithukriane,neutral,1,DonnaJo1002
"⚠️📢  Turkey has offered to help evacuate civilians from the city of Mariupol by sea: \We can provide naval support… https://t.co/5MqnEUtxKe""",turkey offered help evacuate civilian city mariupol sea provide naval support,neutral,1,InsiderGeo
An appropriate moment at #ACC22 opening ceremony to recognize the hardships of #UkraineUnderAttack as we come toget… https://t.co/COeEZokFQL,appropriate moment acc22 opening ceremony recognize hardship ukraineunderattack come toget,positive,2,fischman_david
RT @Vic_Resist: @AgapeLove28 #UkraineUnderAttack,rt ukraineunderattack,neutral,1,sheryl_toth
Video of the battlefield between Russia 🇷🇺 and Ukraine 🇺🇦 is coming.\n\nPlease :- #StopTheWar \n\nRemember :- To give e… https://t.co/XaDwfi4q2k,video battlefield russia ukraine comingnnplease stopthewar nnremember give e,neutral,1,SatisfiedMr
Russian armored personnel carriers retreating to Belarus were so loaded with stolen &amp; looted items from Ukraine`s c… https://t.co/87ua8fVCtS,russian armored personnel carrier retreating belarus loaded stolen amp looted item ukraine c,neutral,1,raging545
"RT @raguileramx: I'm calling it: if the Russians don't achieve a breakthrough in today's fighting, they've lost it. #UkraineUnderAttack #Uk…",rt im calling russian dont achieve breakthrough today fighting theyve lost ukraineunderattack uk,neutral,1,BaygonNegro
Le nombre de victimes d'une frappe de missile sur le bâtiment de l'administration régionale de #Mykolaiv par les oc… https://t.co/E60uFZeA1I,le nombre de victimes dune frappe de missile sur le btiment de ladministration rgionale de mykolaiv par le oc,neutral,1,ambi_fr
RT @ArgentinaCred: Le damos a los Rusos 🇷🇺 su misma medicina. 2 Helicópteros de Combate #Ukraine 🇺🇦 atacan instalaciones petroleras en #Bel…,rt le damos los rusos su misma medicina helicpteros de combate ukraine atacan instalaciones petroleras en bel,neutral,1,DazSahily
"Matt Sua from New Zealand, Dylan Morris from Indiana and David Joshua from Wheat, Texas. All joined the foreign leg… https://t.co/gAZx0LTzUl",matt sua new zealand dylan morris indiana david joshua wheat texas joined foreign leg,positive,2,JENND0DD
RT @ArgentinaCred: Aviones Rusos bombardean #Mariupol de manera indiscriminada @ZelenskyyUa #Ukrania #PutinAsesino @Ukraine #UkraineRussiaW…,rt aviones rusos bombardean mariupol de manera indiscriminada ukrania putinasesino ukrainerussiaw,neutral,1,DazSahily
@bweglarczyk chciwość zwyciężyła ... #LeroyMerlin #StopRussianAggression #RussianWarCrimes #StopRussia #StopPutin… https://t.co/lr62ZiGlFl,chciwo zwyciya leroymerlin stoprussianaggression russianwarcrimes stoprussia stopputin,neutral,1,mic77ish
"Russia has already earned a place in this ranking. I've never seen so many mistakes at once: tactics, logistics, mo… https://t.co/HSlYwnnqKc",russia already earned place ranking ive never seen many mistake tactic logistics mo,positive,2,onemore43672214
"Putin who started a war is now having a fit just because a Ukrainian helicopters destroyed a fuel depot in Russia,… https://t.co/btUTUl6ayS",putin started war fit ukrainian helicopter destroyed fuel depot russia,positive,2,LinskiZai
RT @ElOsorio_: ÚLTIMA HORA | EE.UU. anuncia 300 millones de dólares adicionales en ayuda militar a Ucrania. \n#Ukraine\n#UkraineUnderAttack…,rt ltima hora eeuu anuncia millones de dlares adicionales en ayuda militar ucrania nukrainenukraineunderattack,neutral,1,DazSahily
"- Mascha, welche Größe hat Dimka? 18? Nun, habe ich sie! Die blauen. Ja, fast neu! Die scheinen polnisch zu sein...… https://t.co/5XiryKiJAG",mascha welche gre hat dimka nun habe ich sie die blauen ja fast neu die scheinen polnisch zu sein,positive,2,Icextend
RT @ZhouFengSuo: Why is @TGTM_Official blocked? @Twitter @TwitterSupport \nUnblock it now!\nThis is the best new account of China tweets afte…,rt blocked nunblock nownthis best new account china tweet afte,positive,2,hz_udhr
"RT @agropelli: The story of #telecom engineers trying to keep the #internet and #communications going. Some have gone missing, others were…",rt story telecom engineer trying keep internet communication going gone missing others,negative,0,LvP
"RT @mi6rogue: #WarCrimes \nKadyrovites a paramilitary organization from Chechnya, #Russia has started to cut off the heads of the #Ukraine s…",rt warcrimes nkadyrovites paramilitary organization chechnya russia started cut head ukraine,neutral,1,necespanya
"Les rashistes #russes. Tous concernés, tous complices. #GuerreEnUkraine #UkraineUnderAttack #StandWithUkraine… https://t.co/qJ4D3cogFA",le rashistes russes tous concern tous complices guerreenukraine ukraineunderattack standwithukraine,neutral,1,ambi_fr
El ejército ucraniano continúa encontrando restos de equipos rusos destruidos y abandonados cerca de Kiev. #Rusia… https://t.co/myqirhbIGl,el ejrcito ucraniano contina encontrando restos de equipos rusos destruidos abandonados cerca de kiev rusia,neutral,1,ArmysMonkey
RT @ukrainewar24: ⚡️ 2 killed in Kryvyi Rih district as result of explosion of bomblet left after shelling with cluster ammunition.\n#Ukrain…,rt killed kryvyi rih district result explosion bomblet left shelling cluster ammunitionnukrain,negative,0,rickaking
RT @MaximDShrayer: A Farewell to Russian vodka. https://t.co/EyY4EzqIeN.   #UkraineUnderAttack  #Russian #vodka #RussiaUkraineWar #Stoli @J…,rt farewell russian vodka ukraineunderattack russian vodka russiaukrainewar stoli,neutral,1,DrMonicaOsborne
RT @kim6art: Fresh NFT listing\nAll profit from the sale will go to a fund to support Ukrainians in defense against russian aggression!💛💙\n#N…,rt fresh nft listingnall profit sale go fund support ukrainian defense russian aggressionnn,positive,2,metagirlzclub
"RT @PerezSilvina: “[..] Ancora una volta qualche potente, tristemente rinchiuso nelle anacronistiche pretese di interessi nazionalisti, pro…",rt ancora una volta qualche potente tristemente rinchiuso nelle anacronistiche pretese di interessi nazionalisti pro,neutral,1,weronikaberlik1
RT @DutchFarmerInUA: All Efforts To Ukraine!\n\n#Ukrania #Ukraine #UkraineUnderAttack #UkraineWar  #UkraineRussia #UkraineRussiaWar #WARINUKR…,rt effort ukrainennukrania ukraine ukraineunderattack ukrainewar ukrainerussia ukrainerussiawar warinukr,neutral,1,WimVerschuur
"#Russian forces open fire with automatic weapons, mortars at #Ukrainian anti-invasion protesters in occupied… https://t.co/27EaS39Dwh",russian force open fire automatic weapon mortar ukrainian antiinvasion protester occupied,neutral,1,ArmedMaidan
"All the main tasks of the #Russian Armed Forces in the #Kiev and #Chernihiv directions have been accomplished, the… https://t.co/J3dqvGoXv5",main task russian armed force kiev chernihiv direction accomplished,positive,2,KatyaMK26
RT @KariWells_: Make what could be the most important call of your life ❤️#endthewar #UkraineUnderAttack #russianews,rt make could important call life endthewar ukraineunderattack russianews,positive,2,callrussia
RT @MardipAvrupa: How Türkiye emerged as a reliable mediator in the Ukraine-Russia conflict\n\nhttps://t.co/OwLUwxR8ZM\n\n@MardinDiplomasi\n@trt…,rt trkiye emerged reliable mediator ukrainerussia conflictnn,neutral,1,KerimAKD4
RT @mondaymissile: The people cold calling to chip away at Russia's digital iron curtain\n#UkraineUnderAttack 🇺🇦\nhttps://t.co/3YgLieUDTF,rt people cold calling chip away russia digital iron curtainnukraineunderattack n,negative,0,Gbenga_Aina
Ukraine's economy could contract 40% in 2022 : Economy Ministry\n#Ukraine #UkraineRussiaWar #UkraineWar #war… https://t.co/yFZ8GXBvdG,ukraine economy could contract economy ministrynukraine ukrainerussiawar ukrainewar war,neutral,1,MovieXen
German mainstream newspaper now not only admits that there are Nazis in Ukraine but also reports about them as the… https://t.co/a3bEvCbN6r,german mainstream newspaper admits nazi ukraine also report,neutral,1,jann_bm
Video of the battlefield between Russia 🇷🇺 and Ukraine 🇺🇦 is coming.\n\nPlease #StopTheWar \n\n#Ukraine… https://t.co/VblSRrVCTw,video battlefield russia ukraine comingnnplease stopthewar nnukraine,neutral,1,SatisfiedMr
"@SputnikATO Руська свінособака не може бути світлой, доброй людиною #UkraineUnderAttack",ukraineunderattack,neutral,1,rabik77
RT @s_sebbane: Bravo à mon directeur de la redaction de @RCJRADIO sur le terrain depuis trois jours ainsi qu a tous les journalistes qui ri…,rt bravo mon directeur de la redaction de sur le terrain depuis trois jours ainsi qu tous le journalistes qui ri,neutral,1,leonidas_kalo
"RT @JominiW: 1/ Ukrainian Theater of War, Day 37: Today’s update focuses on each of the Strategic Fronts in the UTW. BLUF, Ukraine has defe…",rt ukrainian theater war day today update focus strategic front utw bluf ukraine defe,neutral,1,MHinkkanen
Podolyak on war with Russia: There’ll be no ‘Afghanization’ https://t.co/yeXU9P3Yuu #UkraineRussianWar #Ukraine… https://t.co/vpJjmOqnWl,podolyak war russia therell afghanization ukrainerussianwar ukraine,neutral,1,knittingknots
Dozens of bodies of civilians lie right on the road. Bucha and Irpen. Wild cruelty of the aggressor.\n#UkraineWar… https://t.co/fGeycHwAHJ,dozen body civilian lie right road bucha irpen wild cruelty aggressornukrainewar,positive,2,CiviliansSave
"RT @MStognieva: 🇺🇦🕊the whole world helped Ukraine, it fills my people with even greater courage and will to win! Thank you 🙏🥺 I started a n…",rt whole world helped ukraine fill people even greater courage win thank started n,positive,2,LizRunnionArt
"Look at the outskirts of the city of Kyiv, Russia has wreaked havoc everywhere,\nRussia has also converted the airpo… https://t.co/neucA4nTJ5",look outskirt city kyiv russia wreaked havoc everywherenrussia also converted airpo,neutral,1,sujitnewslive
RT @ADEYMARE: The absence of compassion from the Int'l Community towards the suffering of #Tigray|ans has become even more evident after th…,rt absence compassion intl community towards suffering tigrayans become even evident th,positive,2,hdush_meri
RT @kinga_valentino: #Ukrainian animal rescue list. The list includes socials and donation information for rescues in #Ukraine. It’s a coll…,rt ukrainian animal rescue list list includes social donation information rescue ukraine coll,neutral,1,xoYoungLove97
RT @UKRWarSitRep: The General Staff of the Armed Forces of Ukraine reports that Russian troops are striving to reach the administrative bor…,rt general staff armed force ukraine report russian troop striving reach administrative bor,positive,2,GeneralStrike16
RT @DaveKeating: It really feels like we’ve come out of today’s ##EUChinaSummit with relations seeming even worse than coming in.\n\nOne of t…,rt really feel like weve come today euchinasummit relation seeming even worse coming innnone,negative,0,PiazzaRelax
RT @fabien_barrau: #StopWar #StopWarInUkraine #UkraineWar #UkraineRussiaWar #Ukraine️  #PutinWarCrimes #PutinsWar #PutinIsaWarCriminal http…,rt stopwar stopwarinukraine ukrainewar ukrainerussiawar ukraine putinwarcrimes putinswar putinisawarcriminal,neutral,1,TheHatman666
RT @MateuszSobiera3: Bucha and Irpen. Unspeakable brutality of the orcs. Bodies of civilians lying just in the middle of the road. This is…,rt bucha irpen unspeakable brutality orcs body civilian lying middle road,neutral,1,wireless_step
RT @ironchampion73: Гетьманскі пензлі #Україна #Украина #StopRussia #UkraineRussiaWar #UkraineWar  #Ukraine #RussiaUkraineWar #StopPutin ht…,rt stoprussia ukrainerussiawar ukrainewar ukraine russiaukrainewar stopputin ht,neutral,1,Ahma_CP
Putin warned there are ‘classic signs of an impending coup’ as ‘dissension has broken out at the highest levels in… https://t.co/mI0qIiBi1y,putin warned classic sign impending coup dissension broken highest level,negative,0,LondonLovesBiz
"RT @berehulak: A stray dog accompanied Ukrainian fighters of the Odin Unit, as they took cover inside of a building after hearing incoming…",rt stray dog accompanied ukrainian fighter odin unit took cover inside building hearing incoming,neutral,1,Adehmark23
"RT @ChaliceGarden: The latest #USA military aid package to #Ukraine includes laser-guided rocket systems, tactical drones, Humvees, night v…",rt latest usa military aid package ukraine includes laserguided rocket system tactical drone humvee night v,positive,2,WairarapaJane
RT @giammarcosicuro: Perdere un figlio.\n#Mykolaiv #UkraineWar https://t.co/eEFGobHeTP,rt perdere un figlionmykolaiv ukrainewar,neutral,1,TntLuca
RT @UKRWarSitRep: ⚡️Also detentions in Moscow and St. Petersburg. 👉 Ax Live #Ukraine #UkraineWar #Russia #UkraineInvasion https://t.co/XiMB…,rt also detention moscow st petersburg ax live ukraine ukrainewar russia ukraineinvasion,positive,2,caprinoticed
🇷🇺Russian paratroopers who demonstrated courage and heroism during the special military operation to defend the Don… https://t.co/1H9WxTKz07,russian paratrooper demonstrated courage heroism special military operation defend,positive,2,sciencespacetc
RT @UKRWarSitRep: #Ukraine #UkraineWar #Russia #UkraineInvasion https://t.co/JKch0q8qnF,rt ukraine ukrainewar russia ukraineinvasion,neutral,1,caprinoticed
RT @dnyadaniil: Trained Ukrainian war bird flew over Belgorod in Russia and destroyed a Russian fuel tanker.\n#Ukraine #UkraineWar #Russia #…,rt trained ukrainian war bird flew belgorod russia destroyed russian fuel tankernukraine ukrainewar russia,neutral,1,mbelcastrob
"RT @Frostilicus_: Equipo 🇷🇺 abandonado en el Oblast de #Kiev, en zonas aledañas al río #Irpin \n\n#UkraineRussiaWar \n#StandWithUkraine️ \n#Sla…",rt equipo abandonado en el oblast de kiev en zona aledaas al ro irpin nnukrainerussiawar nstandwithukraine nsla,neutral,1,JayTrader9
#Ukraine #UkraineWar #Russia #UkraineInvasion https://t.co/3drTDnoj4q,ukraine ukrainewar russia ukraineinvasion,neutral,1,UKRWarSitRep
"RT @guillaume_ptak: #Irpin, outskirts of #Kyiv. According to the 🇺🇦 soldiers escorting us, this car was used by 🇷🇺 troops trying to flee th…",rt irpin outskirt kyiv according soldier escorting u car used troop trying flee th,neutral,1,divyanathan
This thread is important and beautifully stated. The world is at a cross road. #IStandWithUkraine #UkraineWar https://t.co/oJxcsPlXZo,thread important beautifully stated world cross road istandwithukraine ukrainewar,positive,2,Democracy_Saves
"RT @TexasRedFox13: The Ukrainian Armed Forces successfully used the British Starstreak for the first time, shooting down a Russian plane in…",rt ukrainian armed force successfully used british starstreak first time shooting russian plane,positive,2,design_Nippon
"Look at Kharkiv city, what has been done by Russia to this city, Kharkiv city has turned into a deserted area… https://t.co/lyETJwANqH",look kharkiv city done russia city kharkiv city turned deserted area,neutral,1,sujitnewslive
"RT @dnyadaniil: Everyone knows that democracy is the right to freedom. Guys, it's impossible to imagine that this is happening in 2022. Tod…",rt everyone know democracy right freedom guy impossible imagine happening tod,negative,0,mbelcastrob
"RT @tolgaozbek_com: Almanya’dan Ukrayna’ya tank satışına izin, ABD’den transfer desteği\nhttps://t.co/Ep4adWpvax #Ukraine #UkraineWar #Ukrai…",rt almanyadan ukraynaya tank satna izin abdden transfer destein ukraine ukrainewar ukrai,neutral,1,btfcetinkaya
Most tragic counter: Putin kills a Ukrainian child every six hours https://t.co/LzpeGQYv4P #UkraineRussianWar… https://t.co/kBMozcpWzV,tragic counter putin kill ukrainian child every six hour ukrainerussianwar,negative,0,knittingknots
Projectiles that are falling on our hometowns don't stop us. They make us stronger. Everyone does absolutely everyt… https://t.co/srrr8zsdGQ,projectile falling hometown dont stop u make u stronger everyone absolutely everyt,positive,2,uacreators
"Documentary photographer, photojournalist Maks Levin found dead in Kyiv region https://t.co/4kjozRMpej… https://t.co/rimZCaZS4E",documentary photographer photojournalist mak levin found dead kyiv region,negative,0,knittingknots
"RT @InfoGeek17: In the Kharkiv region, the military 95th Airborne Assault Brigade shot down two Mi-8 transport and combat helicopters of th…",rt kharkiv region military 95th airborne assault brigade shot two mi8 transport combat helicopter th,negative,0,JayTrader9
"Enemy trying to reach administrative borders of Luhansk, Donetsk, Kherson regions https://t.co/G80FbvNraK… https://t.co/HE41hezPp5",enemy trying reach administrative border luhansk donetsk kherson region,neutral,1,knittingknots
"En gros arrêtez vos agitations si vos sanctions sont contre-productives, se retournent contre vous et que vous n'ar… https://t.co/ysYWha7zCw",en gros arrtez vos agitation si vos sanction sont contreproductives se retournent contre vous et que vous nar,neutral,1,VertRed
"Together with our partners we distributing food in Chernihiv, city without electricity and serious shortages of foo… https://t.co/GPUJxmSZCF",together partner distributing food chernihiv city without electricity serious shortage foo,negative,0,hopeforukraine
Newsweek\nhttps://t.co/F8RUbjAjid\nRussian Troops Sickened by Contaminated Chernobyl Soil: Official \n#chernobyl… https://t.co/pAqrZjJtBB,newsweekn troop sickened contaminated chernobyl soil official nchernobyl,neutral,1,aaanewsjapan
🇺🇦🇷🇺 Destroyed BTR-70 in Mariupol #Ukraine #UkraineWar #Russia #UkraineInvasion https://t.co/UYvCuEPWQX,destroyed btr70 mariupol ukraine ukrainewar russia ukraineinvasion,neutral,1,UKRWarSitRep
The Defense Ministry also said that during the first stage of the operation it had been planned to force the enemy… https://t.co/r5fxHI1lhs,defense ministry also said first stage operation planned force enemy,positive,2,KatyaMK26
#Ukraine #UkraineWar #Russia #UkraineInvasion https://t.co/JxRbuYNxO7,ukraine ukrainewar russia ukraineinvasion,neutral,1,UKRWarSitRep
#Italy Foreign Minister Luigi Di Mayo said the government “is ready to contribute to the peace process and act as a… https://t.co/VGqZco24IT,italy foreign minister luigi di mayo said government ready contribute peace process act,positive,2,RoINTEL
RT @proudukraine: Special Operations Forces of #Ukraine blows up the #Russian convoy 🔥\n\n#UkraineWar #WARINUKRAINE #ukrainewarvideos #Ukrain…,rt special operation force ukraine blow russian convoy nnukrainewar warinukraine ukrainewarvideos ukrain,positive,2,mrandersen304
RT @NextaUa: Пояс с большой историей!\n\nЯрослав Амосов - Чемпион Bellator достает свой титул из подвала после освобождения его родного Ирпен…,rt nn bellator,neutral,1,uasokyra
"Come spiegato su Scenari (Domani), in Afghanistan, Iraq e Vietnam gli Usa non sono riusciti a imporre la loro volon… https://t.co/Lcz7BJ56Io",come spiegato su scenari domani afghanistan iraq e vietnam gli usa non sono riusciti imporre la loro volon,neutral,1,pietroraffa
"RT @MateuszSobiera3: In Moscow, people are being detained for going to anti-war rallies. There are few daredevils, there are a dozen cops f…",rt moscow people detained going antiwar rally daredevil dozen cop f,negative,0,truhelka1
RT @KyivPost: The International Committee of the #RedCross said it had a team of three cars and nine staff heading towards the besieged Ukr…,rt international committee redcross said team three car nine staff heading towards besieged ukr,neutral,1,tempkenalt
"Please #Retweet If You Agree: In Order to #HelpUkraine Win,It's Time to Treat #Sanctions Against #Russia As a Form… https://t.co/1cpqQYvPwc",please retweet agree order helpukraine winits time treat sanction russia form,positive,2,ActionTime
RT @GoncharenkoUa: It's Irpin - a small town near Kyiv. Now Irpin is completely destroyed. Russia has turned a peaceful town into ruins\n\n#R…,rt irpin small town near kyiv irpin completely destroyed russia turned peaceful town ruinsnnr,positive,2,twitnjackie
Slava Ukraini!🇺🇦\n\n#SlavaUkraini #Ukraine #UkraineRussiaWar #UkraineWar #StandWithUkraine️ https://t.co/h1aSPK9Cbn https://t.co/x6riedGqMD,slava ukraininnslavaukraini ukraine ukrainerussiawar ukrainewar standwithukraine,neutral,1,LinskiZai
RT @proudukraine: #Ukrainian defender meets with his parents that live in Nova Basana(#Chernihiv region). \n\nToday that village was complete…,rt ukrainian defender meet parent live nova basanachernihiv region nntoday village complete,positive,2,amyltrer
RT @Rachelch35: PLEASE PLEASE DONATE TO THESE WONDERFUL PEOPLE 😇 UKRAINIAN ANIMAL RIGHTS ORGANISATION 🇺🇦🙏🏻 https://t.co/KXAoyJenM6 HELPING…,rt please please donate wonderful people ukrainian animal right organisation helping,positive,2,miles6666
⚡️A man was detained in Moscow for a single picket with a package of Miratorg. He crossed out the word &amp;quot;bargai… https://t.co/X8LO2ZqJaR,man detained moscow single picket package miratorg crossed word ampquotbargai,negative,0,UKRWarSitRep
"Ukrainian flag raised over Chernobyl, nuclear operator says \n#Ukraine #UkraineRussiaWar #UkraineWar #war… https://t.co/JYATwibDSY",ukrainian flag raised chernobyl nuclear operator say nukraine ukrainerussiawar ukrainewar war,neutral,1,MovieXen
#Ukraine #UkraineWar #Russia #UkraineInvasion https://t.co/SHgpyy52PZ,ukraine ukrainewar russia ukraineinvasion,neutral,1,UKRWarSitRep
Brovarsky district. APU 🇺🇦 is cleaning up. Real War #Ukraine #UkraineWar #Russia #UkraineInvasion https://t.co/Kd3jBnVP9g,brovarsky district apu cleaning real war ukraine ukrainewar russia ukraineinvasion,positive,2,UKRWarSitRep
"Michael Parenti. \To Kill a Nation: The Attack on Yugoslavia\"" (2000)\n\n#Politics #International #NATO #Kosovo #War… https://t.co/9xjbBIje1x""",michael parenti kill nation attack yugoslavia 2000nnpolitics international nato kosovo war,neutral,1,juristnaprovode
RT @VanberghenEU: 100 days of war in #Ukraine and the question is how long will Ukraine and the whole world resist? Thinking long term... t…,rt day war ukraine question long ukraine whole world resist thinking long term,positive,2,VanberghenEU
RT @EU_today: Meet the crew of the Spanish submarine ESPS Mistral as they embark on a mission underwater. Allied submarines are key assets…,rt meet crew spanish submarine esp mistral embark mission underwater allied submarine key asset,neutral,1,EU_today
RT @radio3mondo: Il podcast della rassegna stampa internazionale di @Radio3tweet con @CostanzaSpocci \n#Grano #AfricanUnion #Russia #Ucraina…,rt il podcast della rassegna stampa internazionale di con ngrano africanunion russia ucraina,neutral,1,CostanzaSpocci
RT @jensstoltenberg: Great to meet with Prime Minister @MarinSanna of our close partner #Finland in Washington. We discussed the need to ad…,rt great meet prime minister close partner finland washington discussed need ad,positive,2,jonathankrico
"The #NATO leader said that  the fighting could easily drag into an “unresolved conflict,” with neither side willing… https://t.co/GX44H1Z5tv",nato leader said fighting could easily drag unresolved conflict neither side willing,positive,2,just_politics01
"RT @Russophobiaa: Team NATO: \nIt’s a big club, \nand you ain’t in it.\n\n#NATO https://t.co/03LgOACXbq",rt team nato nit big club nand aint itnnnato,neutral,1,Dave_Burns_
"RT @slukhal: Vad är det för proxystyrkor Turkiet använder i Syrien egentligen?\n\nJo, krigare kopplade till al-Qaida och IS.\n\nSka Sverige ver…",rt vad r det fr proxystyrkor turkiet anvnder syrien egentligennnjo krigare kopplade till alqaida och isnnska sverige ver,neutral,1,EchNuong
"RT @hqmncne: A look back at the soldiers from the #Czech🇨🇿contingent of @eFPBGLatvia, deploying a pontoon bridge as part of the military ex…",rt look back soldier czechcontingent deploying pontoon bridge part military ex,negative,0,Stevetown_
#UkraineRussiaWar   #Ucraina\n\nScambi duri tra diplomazie russe e italiane mentre #DiMaio promette altri aiuti all'o… https://t.co/JQ65c8lwEi,ukrainerussiawar ucrainannscambi duri tra diplomazie russe e italiane mentre dimaio promette altri aiuti allo,neutral,1,rassegnally
When Putin uses a long table for your visit just knw that you are not trusted. here he uses a coffee table and sits… https://t.co/7nkJIkOqip,putin us long table visit knw trusted us coffee table sits,negative,0,GiftAkefe
"RT @NATO_AIRCOM: The Commanders of the 🇫🇮 &amp; 🇸🇪 Air Forces, visited #NATO’s Air Command.\n\nThe Generals discussed Finland and Sweden's NATO a…",rt commander amp air force visited nato air commandnnthe general discussed finland sweden nato,neutral,1,shakhtarska
"#NATO-Generalsekretär und #Kriegstreiber Jens #Stoltenberg hat erklärt, die #Ukraine solle nicht davor zurückschrec… https://t.co/eJqH6YDi3w",natogeneralsekretr und kriegstreiber jens stoltenberg hat erklrt die ukraine solle nicht davor zurckschrec,neutral,1,Anchorm79197598
"RT @CGMeifangZhang: #NATO is an imperial anachronism whose \divide and rule\"" methods pose life-threatening dangers to humankind.--chinadail…""",rt nato imperial anachronism whose divide rule method pose lifethreatening danger humankindchinadail,neutral,1,HakanCavus75
"RT @DrLuetke: Die #NATO is zu einer Verkaufsveranstaltung für US #Waffen geworden. Europäische Hersteller können einpacken, denn innerhalb…",rt die nato zu einer verkaufsveranstaltung fr u waffen geworden europische hersteller knnen einpacken denn innerhalb,neutral,1,MarinaMuench
